name,company,model,edition,year,owner,fuel,seller_type,transmission,km_driven,mileage_mpg,engine_cc,max_power_bhp,torque_nm,seats,selling_price
Tata Safari DICOR 2.2 EX 4x2,Tata,Safari,DICOR 2.2 EX 4x2,2015,First,Diesel,Individual,Manual,60000,32.75,2179.0,138.03,320.0,7.0,600000
Maruti Swift VDI,Maruti,Swift,VDI,2013,Second,Diesel,Individual,Manual,76000,53.8,1248.0,74.0,190.0,5.0,380000
Maruti 800 DX,Maruti,800,DX,1998,Fourth & Above,Petrol,Individual,Manual,80000,37.84,796.0,37.0,59.0,4.0,45000
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Innova,2.5 G4 Diesel 8-seater,2010,Second,Diesel,Individual,Manual,210000,30.08,2494.0,102.0,200.05565999999996,8.0,450000
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,Bolero,Power Plus Plus AC BSIV PS,2015,Third,Diesel,Individual,Manual,128000,37.5,2523.0,63.0,180.0,9.0,475000
Renault Triber RXZ BSIV,Renault,Triber,RXZ BSIV,2019,First,Petrol,Individual,Manual,5000,47.0,999.0,72.0,96.0,7.0,650000
Maruti Wagon R LXI LPG BSIV,Maruti,Wagon,R LXI LPG BSIV,2011,First,LPG,Individual,Manual,70000,0.04193,998.0,58.2,77.0,5.0,200000
Maruti Swift VDI,Maruti,Swift,VDI,2013,First,Diesel,Individual,Manual,85000,53.8,1248.0,74.0,190.0,5.0,350000
Maruti Vitara Brezza ZDi AMT,Maruti,Vitara,Brezza ZDi AMT,2018,First,Diesel,Individual,Automatic,25000,57.1,1248.0,88.5,200.0,5.0,911999
Maruti Swift Dzire VXI 1.2,Maruti,Swift,Dzire VXI 1.2,2018,First,Petrol,Individual,Manual,15000,49.84,1197.0,81.8,113.0,5.0,650000
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2012,First,Petrol,Individual,Manual,30000,41.12,1298.0,85.8,114.0,5.0,350000
Maruti Omni E MPI STD BS IV,Maruti,Omni,E MPI STD BS IV,2016,Second,Petrol,Individual,Manual,80000,39.47,796.0,34.2,59.0,8.0,190000
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Verna,CRDi 1.6 SX Option,2019,First,Diesel,Individual,Manual,40000,51.7,1582.0,126.2,259.87,5.0,1200000
Mahindra Bolero 2011-2019 EX NON AC,Mahindra,Bolero,2011-2019 EX NON AC,2013,First,Diesel,Individual,Manual,160000,37.5,2523.0,62.1,195.0,7.0,305000
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2015,First,Diesel,Individual,Manual,108000,46.22,1582.0,126.2,259.9,5.0,850000
Volkswagen Jetta 2.0 TDI Comfortline,Volkswagen,Jetta,2.0 TDI Comfortline,2011,Second,Diesel,Individual,Manual,120000,35.25,1896.0,105.0,250.069575,5.0,350000
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2010,Fourth & Above,Petrol,Individual,Manual,55000,42.12,1086.0,62.1,96.1,5.0,180000
Tata New Safari Dicor GX 4X2 BS IV,Tata,New,Safari Dicor GX 4X2 BS IV,2008,First,Diesel,Individual,Manual,110000,32.75,2179.0,138.1,320.0,7.0,200000
Toyota Etios GD,Toyota,Etios,GD,2011,First,Diesel,Individual,Manual,80000,,,,,,375000
Honda Brio E MT,Honda,Brio,E MT,2012,First,Petrol,Individual,Manual,110000,45.6,1198.0,86.8,109.0,5.0,229999
Maruti Wagon R VXI,Maruti,Wagon,R VXI,2006,First,Petrol,Individual,Manual,62900,44.4,998.0,67.1,90.0,5.0,135000
Volkswagen Jetta 2.0L TDI Highline,Volkswagen,Jetta,2.0L TDI Highline,2011,Second,Diesel,Individual,Manual,120000,45.44,1968.0,138.1,320.0,5.0,425000
Mahindra XUV500 W10 2WD,Mahindra,XUV500,W10 2WD,2016,First,Diesel,Individual,Manual,70000,37.6,2179.0,140.0,330.0,7.0,1350000
Ford Endeavour 4x2 XLT Limited Edition,Ford,Endeavour,4x2 XLT Limited Edition,2009,Third,Diesel,Individual,Manual,70000,25.61,2499.0,143.0,330.484105,7.0,480000
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2017,First,Diesel,Individual,Manual,60000,66.75,1248.0,74.02,190.0,5.0,455000
Maruti Wagon R VXI Optional,Maruti,Wagon,R VXI Optional,2015,First,Petrol,Individual,Manual,60000,48.2,998.0,67.04,90.0,5.0,320000
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Elite,i20 Sportz Plus BSIV,2019,First,Petrol,Individual,Manual,4000,43.72,1197.0,81.86,117.0,5.0,693000
Maruti Vitara Brezza ZDi Plus,Maruti,Vitara,Brezza ZDi Plus,2017,First,Diesel,Individual,Manual,35000,57.1,1248.0,88.5,200.0,5.0,830000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2016,First,Petrol,Individual,Manual,13500,44.4,1197.0,82.0,114.0,5.0,470000
Honda City i VTEC CVT VX,Honda,City,i VTEC CVT VX,2017,First,Petrol,Individual,Automatic,26000,42.3,1497.0,117.3,145.0,5.0,1100000
Tata Zest Quadrajet 1.3 XM,Tata,Zest,Quadrajet 1.3 XM,2016,First,Diesel,Individual,Manual,50000,54.06,1248.0,88.7,200.0,5.0,325000
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2014,First,Petrol,Individual,Manual,50000,49.6,814.0,55.2,74.5,5.0,215000
Maruti Swift VXI,Maruti,Swift,VXI,2018,First,Petrol,Individual,Manual,25000,51.7,1197.0,81.8,113.0,5.0,560000
Maruti Celerio VXI AT,Maruti,Celerio,VXI AT,2017,Second,Petrol,Individual,Automatic,30000,54.28,998.0,67.04,90.0,5.0,400000
Hyundai Santro GLS I - Euro I,Hyundai,Santro,GLS I - Euro I,1999,Third,Petrol,Individual,Manual,140000,,,,,,60000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2017,First,Diesel,Individual,Manual,45000,54.06,1498.0,98.96,205.0,5.0,725000
Honda Brio 1.2 VX MT,Honda,Brio,1.2 VX MT,2014,Second,Petrol,Trustmark Dealer,Manual,52442,43.47,1198.0,86.8,109.0,5.0,325000
Hyundai i10 Magna,Hyundai,i10,Magna,2013,First,Petrol,Dealer,Manual,39000,47.84,1197.0,78.9,111.7,5.0,229999
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,New,C-Class C 200 Kompressor Elegance AT,2007,First,Petrol,Dealer,Automatic,42000,27.6,1796.0,186.0,285.0,5.0,400000
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Polo,1.2 MPI Highline,2015,First,Petrol,Dealer,Manual,34156,38.72,1198.0,74.0,110.0,5.0,449000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2017,First,Petrol,Dealer,Manual,34152,44.4,1197.0,81.86,113.75,5.0,455000
Audi A4 35 TDI Premium Plus,Audi,A4,35 TDI Premium Plus,2015,First,Diesel,Dealer,Automatic,37000,42.88,1968.0,187.74,400.0,5.0,1750000
Toyota Innova Crysta 2.8 GX AT BSIV,Toyota,Innova,Crysta 2.8 GX AT BSIV,2017,First,Diesel,Dealer,Automatic,98000,26.7,2755.0,171.5,360.0,7.0,1390000
Hyundai Creta 1.6 SX Option,Hyundai,Creta,1.6 SX Option,2019,First,Petrol,Dealer,Manual,31000,37.12,1591.0,121.3,151.0,5.0,1150000
Hyundai i20 1.2 Magna Executive,Hyundai,i20,1.2 Magna Executive,2018,First,Petrol,Trustmark Dealer,Manual,62841,43.72,1197.0,81.83,114.7,5.0,650000
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,First,Diesel,Dealer,Manual,38600,46.22,1582.0,126.2,259.9,5.0,950000
Maruti Swift Dzire AMT ZDI Plus,Maruti,Swift,Dzire AMT ZDI Plus,2018,First,Diesel,Dealer,Automatic,27654,66.75,1248.0,74.02,190.0,5.0,698000
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2017,First,Diesel,Dealer,Manual,48698,46.22,1582.0,126.2,259.9,5.0,975000
Maruti Wagon R VXI AMT 1.2,Maruti,Wagon,R VXI AMT 1.2,2018,First,Petrol,Dealer,Automatic,32995,48.22,1197.0,81.8,113.0,5.0,445000
Tata Zest Quadrajet 1.3 75PS XM,Tata,Zest,Quadrajet 1.3 75PS XM,2018,First,Diesel,Individual,Manual,60000,53.94,1248.0,74.0,190.0,5.0,539000
Maruti Swift Vdi BSIII,Maruti,Swift,Vdi BSIII,2010,Fourth & Above,Diesel,Individual,Manual,110000,41.84,1248.0,75.0,190.0,5.0,350000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,Mahindra,Scorpio,VLX 2WD AIRBAG BSIII,2011,Fourth & Above,Diesel,Individual,Manual,260000,28.31,2179.0,120.0,290.0,8.0,550000
Renault Duster 85PS Diesel RxE,Renault,Duster,85PS Diesel RxE,2015,Second,Diesel,Individual,Manual,130000,48.06,1461.0,83.8,200.0,5.0,550000
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Polo,Diesel Highline 1.2L,2011,First,Diesel,Individual,Manual,120000,51.88,1199.0,73.9,180.0,5.0,330000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2014,Third,Petrol,Individual,Manual,80000,49.6,814.0,55.2,74.5,5.0,220000
Maruti Ritz ZXi,Maruti,Ritz,ZXi,2013,Second,Petrol,Individual,Manual,60000,43.47,1197.0,85.8,114.0,5.0,415000
Maruti Alto LX BSIII,Maruti,Alto,LX BSIII,2007,First,Petrol,Individual,Manual,75000,46.28,796.0,46.3,62.0,5.0,150000
Hyundai Getz GLS,Hyundai,Getz,GLS,2005,Second,Petrol,Individual,Manual,89000,35.97,1341.0,83.0,115.0,5.0,150000
Hyundai Verna CRDi ABS,Hyundai,Verna,CRDi ABS,2007,First,Diesel,Individual,Manual,110000,42.53,1493.0,110.0,235.3596,5.0,240000
Maruti Alto LX BSIII,Maruti,Alto,LX BSIII,2009,Second,Petrol,Individual,Manual,90000,46.28,796.0,46.3,62.0,5.0,170000
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2015,Third,Diesel,Individual,Manual,40000,66.0,1248.0,88.5,200.0,5.0,550000
Nissan Micra Fashion Edition XL CVT,Nissan,Micra,Fashion Edition XL CVT,2017,First,Petrol,Individual,Automatic,26000,45.44,1198.0,76.0,104.0,5.0,500000
Mahindra Xylo D2,Mahindra,Xylo,D2,2011,Second,Diesel,Individual,Manual,120000,30.55,2489.0,95.0,220.0,8.0,180000
Mahindra KUV 100 mFALCON G80 K4,Mahindra,KUV,100 mFALCON G80 K4,2017,First,Petrol,Individual,Manual,29000,42.66,1198.0,82.0,115.0,6.0,360000
Maruti Swift Dzire VXI,Maruti,Swift,Dzire VXI,2014,First,Petrol,Individual,Manual,120000,44.88,1197.0,85.8,114.0,5.0,400000
Hyundai Accent GLE,Hyundai,Accent,GLE,2009,Second,Petrol,Individual,Manual,70000,31.02,1495.0,94.0,122.583125,5.0,120000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2016,Second,Diesel,Individual,Manual,100000,57.1,1248.0,88.5,200.0,5.0,765000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2016,First,Diesel,Individual,Manual,90150,57.1,1248.0,88.5,200.0,5.0,919999
Toyota Platinum Etios 1.4 GXD,Toyota,Platinum,Etios 1.4 GXD,2018,First,Diesel,Individual,Manual,90000,55.44,1364.0,67.05,170.0,5.0,730000
Tata Zest Quadrajet 1.3 75PS XM,Tata,Zest,Quadrajet 1.3 75PS XM,2016,First,Diesel,Individual,Manual,120000,53.94,1248.0,74.0,190.0,5.0,320000
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2015,Second,Diesel,Individual,Manual,90000,60.62,1498.0,98.6,200.0,5.0,455000
Datsun GO T Option BSIV,Datsun,GO,T Option BSIV,2015,First,Petrol,Individual,Manual,50000,48.47,1198.0,67.0,104.0,5.0,350000
Mahindra TUV 300 T8,Mahindra,TUV,300 T8,2016,First,Diesel,Individual,Manual,110000,43.44,1493.0,100.0,240.0,7.0,509999
Tata Indigo LS,Tata,Indigo,LS,2011,Second,Diesel,Individual,Manual,85700,39.94,1405.0,70.0,132.389775,5.0,175000
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,Mahindra,Bolero,2011-2019 DI NON AC BS III SILVER,2013,First,Diesel,Individual,Manual,178000,37.5,2523.0,63.0,180.0,9.0,325000
Tata Indigo CS GLS BSIII,Tata,Indigo,CS GLS BSIII,2011,Second,Petrol,Individual,Manual,70000,35.72,1193.0,65.0,104.93115499999999,5.0,120000
Hyundai i10 Sportz,Hyundai,i10,Sportz,2014,Second,Petrol,Individual,Manual,30000,47.84,1197.0,78.9,111.8,5.0,300000
Honda City i DTEC E,Honda,City,i DTEC E,2015,First,Diesel,Individual,Manual,100000,61.1,1498.0,98.6,200.0,5.0,500000
Maruti Baleno Delta 1.2,Maruti,Baleno,Delta 1.2,2016,First,Petrol,Individual,Manual,25339,50.28,1197.0,83.1,115.0,5.0,562000
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2014,First,Petrol,Individual,Manual,10000,49.6,814.0,55.2,74.5,5.0,250000
Tata Zest Quadrajet 1.3 XT,Tata,Zest,Quadrajet 1.3 XT,2017,First,Diesel,Individual,Manual,35000,48.53,1248.0,88.7,190.0,5.0,484999
Hyundai i10 Sportz,Hyundai,i10,Sportz,2013,Second,Petrol,Individual,Manual,35000,47.84,1197.0,78.9,111.8,5.0,280000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,Second,Diesel,Individual,Manual,68000,48.8,1248.0,88.76,200.0,7.0,571000
Maruti Swift VXI,Maruti,Swift,VXI,2013,First,Petrol,Individual,Manual,40000,43.72,1197.0,85.8,114.0,5.0,400000
Tata Indigo CS LS (TDI) BS-III,Tata,Indigo,CS LS (TDI) BS-III,2015,Second,Diesel,Individual,Manual,120000,44.88,1405.0,69.01,135.0,5.0,295000
Mahindra Bolero LX,Mahindra,Bolero,LX,2006,First,Diesel,Individual,Manual,120000,,,,,,210000
Ford Figo Petrol EXI,Ford,Figo,Petrol EXI,2011,First,Petrol,Individual,Manual,25000,36.66,1196.0,70.0,102.0,5.0,250000
Mahindra Bolero 2011-2019 SLE,Mahindra,Bolero,2011-2019 SLE,2015,Second,Diesel,Individual,Manual,40000,37.5,2523.0,62.1,195.0,7.0,610000
Tata Indica Vista Quadrajet VX,Tata,Indica,Vista Quadrajet VX,2012,First,Diesel,Individual,Manual,60000,52.4,1248.0,74.0,190.0,5.0,175000
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2011,Second,Diesel,Individual,Manual,70000,47.0,1399.0,68.0,160.0,5.0,204999
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2013,Second,Diesel,Individual,Manual,80000,35.5,2179.0,140.0,330.0,7.0,750000
Maruti Swift Dzire VDI Optional,Maruti,Swift,Dzire VDI Optional,2017,First,Diesel,Dealer,Manual,41232,62.5,1248.0,74.0,190.0,5.0,589000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2005,Second,Diesel,Individual,Manual,200000,30.08,2494.0,102.0,200.05565999999996,8.0,310000
Tata Sumo EX,Tata,Sumo,EX,2016,First,Diesel,Dealer,Manual,63000,35.97,2956.0,83.8,250.0,9.0,445000
Mahindra Bolero B4,Mahindra,Bolero,B4,2015,First,Diesel,Dealer,Manual,62000,49.34,1498.0,74.96,210.0,7.0,445000
Tata New Safari 3L Dicor LX 4x2,Tata,New,Safari 3L Dicor LX 4x2,2012,First,Diesel,Dealer,Manual,68240,32.75,2956.0,138.1,320.0,7.0,450000
Mahindra Scorpio 1.99 S10 4WD,Mahindra,Scorpio,1.99 S10 4WD,2008,First,Diesel,Dealer,Manual,78000,36.2,1997.0,120.0,280.0,7.0,450000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2017,Second,Diesel,Dealer,Manual,38000,,,,,,525000
Maruti Wagon R VXI,Maruti,Wagon,R VXI,2010,First,Petrol,Dealer,Manual,35000,44.4,998.0,67.1,90.0,5.0,200000
Maruti Swift Dzire LXI,Maruti,Swift,Dzire LXI,2018,First,Petrol,Dealer,Manual,9000,44.88,1197.0,85.8,114.0,5.0,611000
Hyundai Creta 1.6 CRDi Anniversary Edition,Hyundai,Creta,1.6 CRDi Anniversary Edition,2016,First,Diesel,Dealer,Manual,39000,46.22,1582.0,126.2,259.9,5.0,819999
Hyundai Creta 1.4 CRDi S,Hyundai,Creta,1.4 CRDi S,2016,First,Diesel,Dealer,Manual,39000,50.25,1396.0,88.7,219.7,5.0,825000
Ford Ecosport 1.5 Diesel Titanium,Ford,Ecosport,1.5 Diesel Titanium,2015,First,Diesel,Dealer,Manual,92651,51.0,1498.0,98.96,215.0,5.0,599000
Maruti Swift LXi BSIV,Maruti,Swift,LXi BSIV,2018,First,Petrol,Dealer,Manual,28000,37.84,1197.0,85.0,113.0,5.0,490000
Tata Zest Revotron 1.2 XT,Tata,Zest,Revotron 1.2 XT,2020,First,Petrol,Individual,Manual,40000,41.28,1193.0,88.7,140.0,5.0,500000
Mahindra XUV500 W10 2WD,Mahindra,XUV500,W10 2WD,2017,First,Diesel,Dealer,Manual,88754,37.6,2179.0,140.0,330.0,7.0,1100000
Ford Aspire Titanium BSIV,Ford,Aspire,Titanium BSIV,2019,First,Petrol,Individual,Manual,7000,45.6,1194.0,94.93,120.0,5.0,675000
Mahindra XUV500 W9 2WD,Mahindra,XUV500,W9 2WD,2018,First,Diesel,Individual,Manual,40000,37.6,2179.0,138.0,330.0,7.0,1350000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Hyundai,Grand,i10 1.2 Kappa Sportz Dual Tone,2018,First,Petrol,Individual,Manual,20000,44.4,1197.0,81.86,113.75,5.0,570000
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Grand,i10 1.2 CRDi Asta,2017,First,Diesel,Individual,Manual,50000,56.4,1186.0,73.97,190.24,5.0,455000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2013,Second,Petrol,Individual,Manual,45000,49.6,814.0,55.2,74.5,5.0,165000
Honda City i VTEC VX Option BL,Honda,City,i VTEC VX Option BL,2016,First,Petrol,Individual,Manual,22000,41.84,1497.0,117.3,145.0,5.0,925000
Tata Indigo CS eLX BS IV,Tata,Indigo,CS eLX BS IV,2014,Second,Diesel,Individual,Manual,100000,58.75,1396.0,69.01,140.0,5.0,215000
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2016,First,Petrol,Individual,Manual,23700,47.94,1197.0,81.8,113.0,5.0,470000
Maruti Swift VXI Deca,Maruti,Swift,VXI Deca,2016,First,Petrol,Individual,Manual,23700,47.94,1197.0,81.8,113.0,5.0,470000
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2017,First,Diesel,Individual,Manual,60000,66.0,1248.0,88.5,200.0,5.0,650000
Renault Captur 1.5 Diesel RXT,Renault,Captur,1.5 Diesel RXT,2017,First,Diesel,Individual,Manual,50000,47.88,1461.0,108.45,240.0,5.0,900000
Ford Fiesta 1.6 SXI ABS Duratec,Ford,Fiesta,1.6 SXI ABS Duratec,2011,First,Petrol,Dealer,Manual,53287,,,,,,325000
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,Fiesta,Classic 1.4 SXI Duratorq,2009,Second,Diesel,Individual,Manual,100000,41.84,1399.0,67.0,160.0,5.0,190000
Hyundai i20 Active 1.4 SX with AVN,Hyundai,i20,Active 1.4 SX with AVN,2017,First,Diesel,Individual,Manual,60000,49.78,1396.0,88.73,219.66,5.0,715000
Tata Indigo CS eVX,Tata,Indigo,CS eVX,2013,Second,Diesel,Individual,Manual,60000,58.75,1396.0,69.01,140.0,5.0,227999
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2015,First,Diesel,Individual,Manual,40000,59.78,936.0,56.3,142.5,5.0,200000
Maruti Wagon R LXI CNG,Maruti,Wagon,R LXI CNG,2017,First,CNG,Individual,Manual,110000,0.04257,998.0,58.16,77.0,5.0,400000
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2016,First,Diesel,Individual,Manual,110000,57.62,1248.0,88.5,200.0,7.0,725000
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2014,First,Diesel,Individual,Manual,80000,47.0,1399.0,68.05,160.0,5.0,300000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2016,Second,Diesel,Individual,Manual,69500,30.53,2494.0,100.6,200.0,8.0,1151000
Datsun GO T BSIV,Datsun,GO,T BSIV,2014,First,Petrol,Individual,Manual,33000,48.47,1198.0,67.0,104.0,5.0,225000
Hyundai i10 Magna 1.1L,Hyundai,i10,Magna 1.1L,2016,First,Petrol,Individual,Manual,80000,46.56,1086.0,68.05,99.04,5.0,380000
Hyundai Elite i20 Magna Plus BSIV,Hyundai,Elite,i20 Magna Plus BSIV,2019,First,Petrol,Individual,Manual,5000,43.72,1197.0,81.86,117.0,5.0,630000
Hyundai i10 Magna 1.2 iTech SE,Hyundai,i10,Magna 1.2 iTech SE,2014,First,Petrol,Individual,Manual,25000,47.84,1197.0,78.9,111.7,5.0,351000
Skoda Fabia 1.2 TDI Active Plus,Skoda,Fabia,1.2 TDI Active Plus,2012,Second,Diesel,Individual,Manual,50000,49.03,1199.0,75.0,180.0,5.0,199000
Tata Hexa XE,Tata,Hexa,XE,2017,First,Diesel,Individual,Manual,50000,41.38,2179.0,147.94,320.0,7.0,850000
Tata Indica Vista Terra Quadrajet 1.3L,Tata,Indica,Vista Terra Quadrajet 1.3L,2010,Second,Diesel,Individual,Manual,120000,42.3,1248.0,75.0,190.0,5.0,105000
Tata Manza Aura (ABS) Quadrajet,Tata,Manza,Aura (ABS) Quadrajet,2010,Third,Diesel,Individual,Manual,120000,44.2,1248.0,90.0,200.0,5.0,300000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2016,First,Diesel,Individual,Manual,80000,30.53,2494.0,100.6,200.0,7.0,950000
Mahindra TUV 300 T8,Mahindra,TUV,300 T8,2015,Second,Diesel,Individual,Manual,110000,43.44,1493.0,100.0,240.0,7.0,430000
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Endeavour,3.2 Titanium AT 4X4,2016,First,Diesel,Individual,Automatic,80000,25.64,3198.0,197.0,470.0,7.0,2100000
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Grand,i10 1.2 CRDi Sportz,2018,First,Diesel,Individual,Manual,30000,56.4,1186.0,73.97,190.24,5.0,540000
Hyundai Santro Xing GL LPG,Hyundai,Santro,Xing GL LPG,2012,Second,LPG,Individual,Manual,60000,0.02847,1086.0,63.0,96.10517,5.0,175000
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Creta,1.6 CRDi AT SX Plus,2018,First,Diesel,Individual,Automatic,44000,39.97,1582.0,126.2,259.9,5.0,1150000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2020,First,Petrol,Individual,Manual,5000,51.8,796.0,47.3,69.0,5.0,350000
Hyundai Elite i20 Petrol Asta Option,Hyundai,Elite,i20 Petrol Asta Option,2019,First,Petrol,Individual,Manual,18000,43.72,1197.0,81.86,114.73,5.0,690000
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2015,First,Diesel,Individual,Manual,80000,52.97,1396.0,88.73,219.7,5.0,535000
Maruti Vitara Brezza ZDi Plus,Maruti,Vitara,Brezza ZDi Plus,2016,First,Diesel,Individual,Manual,100000,57.1,1248.0,88.5,200.0,5.0,730000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2016,First,Petrol,Individual,Manual,19000,49.6,814.0,55.2,74.5,5.0,280000
Maruti Swift AMT ZXI,Maruti,Swift,AMT ZXI,2019,First,Petrol,Individual,Automatic,33000,49.84,1197.0,81.8,113.0,5.0,650000
Toyota Innova 2.5 GX 7 STR,Toyota,Innova,2.5 GX 7 STR,2012,Fourth & Above,Diesel,Individual,Manual,162000,30.08,2494.0,102.0,200.05565999999996,7.0,520000
Hyundai Xcent 1.2 VTVT E,Hyundai,Xcent,1.2 VTVT E,2020,Second,Petrol,Individual,Manual,65000,47.34,1197.0,81.86,113.75,5.0,360000
Maruti Swift Dzire Vdi BSIV,Maruti,Swift,Dzire Vdi BSIV,2011,First,Diesel,Individual,Manual,170000,45.34,1248.0,73.9,190.0,5.0,250000
Volkswagen Ameo 1.5 TDI Trendline,Volkswagen,Ameo,1.5 TDI Trendline,2017,First,Diesel,Individual,Manual,40000,50.9,1498.0,108.62,250.0,5.0,575000
Tata Indigo CS LS (TDI) BS III,Tata,Indigo,CS LS (TDI) BS III,2012,Third,Diesel,Individual,Manual,120000,44.88,1396.0,69.0,135.0,5.0,170000
Maruti Vitara Brezza LDi Option,Maruti,Vitara,Brezza LDi Option,2017,First,Diesel,Individual,Manual,53000,57.1,1248.0,88.5,200.0,5.0,711000
Maruti Wagon R VXI BSIII,Maruti,Wagon,R VXI BSIII,2013,First,Petrol,Individual,Manual,90000,44.4,998.0,67.1,90.0,5.0,250000
Maruti Swift Dzire VDI Optional,Maruti,Swift,Dzire VDI Optional,2017,First,Diesel,Individual,Manual,35000,62.5,1248.0,74.0,190.0,5.0,675000
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2016,First,Petrol,Individual,Manual,50000,48.2,998.0,67.04,90.0,5.0,325000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2016,First,Petrol,Individual,Manual,20000,53.44,796.0,47.3,69.0,5.0,250000
Maruti Swift AMT ZDI,Maruti,Swift,AMT ZDI,2019,First,Diesel,Individual,Automatic,38000,66.75,1248.0,74.0,190.0,5.0,740000
Honda CR-V 2.4L 4WD AT AVN,Honda,CR-V,2.4L 4WD AT AVN,2017,First,Petrol,Dealer,Automatic,73000,28.2,2354.0,187.4,226.0,5.0,1750000
Maruti Ciaz 1.3 Alpha,Maruti,Ciaz,1.3 Alpha,2017,First,Diesel,Dealer,Manual,28050,66.0,1248.0,88.5,200.0,5.0,800000
Honda CR-V 2.4L 4WD AT AVN,Honda,CR-V,2.4L 4WD AT AVN,2017,First,Petrol,Dealer,Automatic,58000,28.2,2354.0,187.4,226.0,5.0,1825000
Tata Hexa XTA,Tata,Hexa,XTA,2017,First,Diesel,Dealer,Automatic,58000,41.38,2179.0,153.86,400.0,7.0,1295000
Renault Duster 85PS Diesel RxZ,Renault,Duster,85PS Diesel RxZ,2014,First,Diesel,Dealer,Manual,69000,46.7,1461.0,83.8,200.0,5.0,425000
Mercedes-Benz GL-Class 350 CDI Luxury,Mercedes-Benz,GL-Class,350 CDI Luxury,2016,First,Diesel,Dealer,Automatic,70000,28.2,2987.0,224.0,510.0,7.0,4090000
Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,Creta,1.6 SX Automatic Diesel,2015,First,Diesel,Dealer,Automatic,40000,41.38,1582.0,126.2,259.87,5.0,910000
Mahindra Bolero 2011-2019 SLX,Mahindra,Bolero,2011-2019 SLX,2011,First,Diesel,Individual,Manual,142000,37.5,2523.0,62.1,195.0,7.0,325000
Maruti Swift VXI Deca,Maruti,Swift,VXI Deca,2016,First,Petrol,Individual,Manual,22947,47.94,1197.0,81.8,113.0,5.0,500000
